split,scene,class_label,class_name,num_objects,present_frame_range,fr_start,fr_end,move,moving_object_count,static_object_count,moving_intervals
train,Warehouse_007,0,Person,52,0->8999,0,8999,TRUE,48,4,18->18;33->33;36->36;73->73;87->87;122->122;150->150;152->152;165->165;181->181;198->198;210->210;247->247;259->259;283->283;313->313;330->330;332->332;421->421;423->423;428->428;439->439;441->441;459->459;463->463;466->466;487->487;489->489;500->500;526->526;538->538;541->541;546->546;557->557;586->586;676->676;679->679;693->693;699->699;723->723;733->733;738->738;742->742;762->762;786->786;833->833;835->835;897->897;900->900;916->916;921->921;925->925;938->938;940->940;947->947;951->951;981->981;1005->1005;1010->1010;1013->1013;1039->1039;1041->1041;1055->1055;1057->1057;1063->1063;1073->1073;1076->1076;1098->1098;1118->1118;1121->1121;1138->1138;1144->1144;1151->1151;1155->1155;1166->1166;1170->1170;1186->1186;1202->1202;1214->1214;1222->1222;1231->1231;1242->1242;1296->1297;1312->1312;1316->1317;1326->1326;1336->1336;1352->1352;1361->1362;1367->1367;1382->1382;1395->1395;1398->1398;1403->1403;1407->1408;1427->1427;1441->1441;1450->1450;1455->1455;1470->1470;1512->1512;1515->1515;1517->1517;1541->1541;1545->1545;1548->1549;1552->1552;1554->1555;1578->1578;1588->1589;1603->1603;1609->1609;1615->1616;1623->1623;1629->1629;1634->1634;1657->1657;1662->1662;1684->1684;1725->1726;1752->1752;1755->1755;1761->1761;1792->1792;1801->1801;1805->1805;1822->1822;1824->1824;1827->1827;1839->1839;1844->1844;1855->1855;1888->1888;1892->1892;1925->1925;1959->1959;1970->1970;1978->1978;1987->1987;2002->2002;2042->2042;2056->2056;2064->2064;2071->2071;2076->2077;2090->2090;2101->2101;2110->2110;2117->2117;2228->2228;2242->2242;2264->2264;2326->2326;2331->2331;2350->2351;2367->2367;2378->2378;2383->2383;2400->2400;2417->2417;2420->2420;2428->2428;2431->2432;2440->2440;2451->2451;2453->2453;2464->2464;2476->2476;2503->2503;2507->2507;2512->2512;2521->2521;2530->2530;2548->2548;2580->2580;2612->2612;2660->2660;2683->2683;2694->2694;2702->2702;2713->2713;2740->2740;2746->2746;2762->2762;2779->2779;2787->2787;2819->2819;2822->2822;2826->2826;2838->2838;2856->2856;2859->2859;2882->2882;2899->2899;2914->2914;2918->2918;2955->2955;2974->2974;2990->2990;2998->2998;3007->3007;3091->3092;3128->3128;3133->3133;3164->3164;3221->3221;3227->3227;3273->3273;3277->3277;3285->3285;3289->3289;3309->3309;3324->3325;3351->3351;3359->3359;3366->3366;3369->3369;3372->3372;3381->3382;3419->3419;3438->3438;3450->3450;3467->3467;3473->3473;3542->3542;3550->3550;3555->3555;3596->3596;3603->3603;3607->3607;3631->3631;3637->3637;3673->3673;3683->3683;3688->3688;3744->3744;3774->3774;3792->3792;3814->3814;3845->3845;3847->3847;3869->3869;3937->3938;3941->3941;3951->3951;3986->3986;4028->4028;4032->4033;4041->4041;4096->4096;4126->4126;4137->4137;4154->4154;4159->4159;4184->4184;4191->4191;4199->4199;4205->4205;4212->4212;4229->4229;4235->4235;4250->4250;4256->4256;4259->4259;4262->4262;4270->4270;4294->4294;4298->4298;4347->4347;4365->4365;4367->4367;4380->4380;4408->4408;4410->4410;4415->4415;4417->4417;4446->4446;4452->4452;4474->4474;4487->4487;4494->4494;4508->4508;4514->4514;4517->4517;4524->4524;4552->4552;4554->4554;4557->4557;4561->4561;4564->4564;4570->4570;4580->4580;4590->4590;4601->4601;4604->4604;4612->4612;4623->4623;4639->4639;4651->4652;4663->4663;4668->4668;4684->4684;4693->4693;4703->4703;4706->4706;4724->4724;4727->4727;4731->4731;4737->4737;4739->4739;4744->4744;4747->4747;4762->4762;4767->4768;4791->4791;4794->4795;4798->4798;4840->4840;4842->4842;4853->4853;4856->4856;4867->4867;4871->4871;4884->4884;4887->4887;4908->4908;4914->4914;4921->4921;4931->4931;4943->4943;4946->4946;4952->4952;4971->4971;4974->4974;4981->4981;4983->4983;5001->5001;5027->5027;5039->5039;5041->5041;5051->5051;5078->5078;5086->5086;5094->5094;5106->5107;5114->5114;5123->5123;5136->5136;5140->5140;5149->5149;5155->5155;5169->5170;5173->5173;5199->5199;5204->5204;5207->5207;5211->5211;5213->5213;5225->5225;5248->5248;5265->5265;5269->5270;5279->5279;5308->5308;5314->5314;5334->5334;5340->5340;5351->5351;5383->5383;5399->5399;5409->5409;5421->5421;5423->5423;5441->5441;5476->5476;5490->5490;5502->5502;5514->5514;5532->5532;5537->5537;5573->5573;5589->5589;5608->5608;5613->5613;5626->5626;5664->5664;5669->5669;5684->5684;5713->5713;5723->5723;5726->5726;5747->5747;5749->5749;5757->5757;5774->5774;5779->5779;5788->5789;5796->5796;5798->5798;5815->5815;5820->5820;5831->5831;5838->5838;5850->5850;5857->5857;5875->5875;5888->5888;5893->5893;5903->5903;5905->5905;5910->5910;5920->5920;5935->5935;5948->5948;5953->5953;5982->5982;5986->5986;5995->5995;5999->5999;6028->6029;6031->6031;6038->6038;6051->6051;6059->6060;6077->6077;6098->6098;6102->6102;6112->6112;6150->6151;6163->6163;6171->6171;6175->6175;6208->6208;6211->6211;6224->6224;6229->6230;6239->6239;6241->6241;6250->6251;6255->6255;6262->6262;6267->6267;6274->6274;6285->6285;6287->6287;6300->6300;6306->6306;6308->6308;6310->6310;6313->6313;6321->6321;6343->6343;6362->6363;6377->6377;6380->6380;6413->6413;6419->6419;6422->6422;6455->6455;6457->6457;6462->6463;6485->6485;6501->6501;6513->6514;6521->6521;6539->6539;6545->6545;6554->6554;6565->6566;6596->6596;6619->6619;6638->6638;6645->6645;6650->6650;6667->6667;6675->6675;6681->6681;6690->6690;6703->6703;6707->6707;6715->6715;6724->6724;6731->6731;6747->6747;6750->6750;6761->6761;6772->6772;6784->6784;6794->6794;6799->6799;6807->6807;6818->6819;6838->6838;6844->6844;6857->6857;6874->6874;6883->6883;6896->6896;6903->6903;6916->6916;6919->6919;6925->6925;6934->6934;6940->6940;6955->6955;6962->6962;6968->6968;6978->6978;6990->6990;6997->6997;7082->7082;7087->7087;7097->7097;7103->7103;7159->7159;7173->7173;7214->7214;7283->7283;7335->7335;7356->7356;7388->7388;7426->7426;7434->7434;7440->7440;7462->7462;7502->7502;7507->7507;7533->7533;7603->7603;7639->7639;7660->7660;7667->7667;7680->7680;7690->7690;7696->7696;7711->7711;7723->7723;7733->7733;7755->7755;7758->7758;7767->7767;7787->7787;7793->7793;7797->7797;7807->7807;7810->7810;7834->7834;7860->7861;7893->7893;7911->7911;7920->7920;7923->7923;7928->7928;7992->7993;7995->7995;7998->7998;8002->8002;8053->8053;8069->8069;8078->8078;8114->8114;8118->8118;8126->8126;8167->8167;8169->8169;8176->8177;8181->8181;8202->8202;8239->8239;8249->8249;8271->8271;8278->8278;8289->8289;8303->8303;8312->8314;8351->8351;8381->8381;8383->8383;8386->8386;8419->8419;8425->8425;8440->8440;8446->8446;8453->8453;8456->8456;8464->8464;8509->8509;8544->8544;8559->8559;8561->8561;8596->8596;8627->8627;8654->8654;8663->8663;8673->8673;8685->8685;8688->8688;8715->8715;8733->8733;8739->8739;8746->8746;8752->8752;8756->8757;8762->8762;8769->8769;8773->8773;8782->8782;8790->8790;8805->8805;8810->8810;8823->8823;8836->8837;8846->8846;8856->8856;8859->8859;8880->8881;8902->8902;8917->8917;8923->8923;8934->8935;8946->8946;8965->8965;8968->8968;8975->8975;8981->8981;8988->8988;8990->8990;8994->8994
train,Warehouse_007,1,Forklift,8,0->8999,0,8999,TRUE,3,5,1581->1581;1766->1766;1810->1810;1834->1834;1888->1888;1937->1937;2536->2536;3671->3671;3711->3711;3858->3858;4073->4073;4189->4189;4227->4227;4291->4291;4592->4592;4766->4766;4810->4810;4834->4834;4888->4888;4937->4937;5536->5536;7581->7581;7595->7595;7599->7599;7610->7610;7766->7766;7810->7810;7834->7834;7888->7888;7937->7937;8536->8536
train,Warehouse_007,6,PalletTruck,8,0->8999,0,8999,FALSE,0,8,None
train,Warehouse_008,0,Person,10,0->8999,0,8999,TRUE,3,7,850->850;2019->2019;6540->6540;6803->6803;7015->7015;7277->7277
train,Warehouse_008,3,Transporter,3,0->8999,0,8999,FALSE,0,3,None
train,Warehouse_008,4,FourierGR1T2,8,0->8999,0,8999,FALSE,0,8,None
train,Warehouse_008,5,AgilityDigit,6,0->8999,0,8999,FALSE,0,6,None
train,Warehouse_009,0,Person,13,0->8999,0,8999,TRUE,1,12,132->132;149->149;1418->1418;1507->1507;3112->3112;4536->4536;4554->4554;5582->5582;7495->7495
train,Warehouse_009,3,Transporter,3,0->8999,0,8999,FALSE,0,3,None
train,Warehouse_009,4,FourierGR1T2,6,0->8999,0,8999,FALSE,0,6,None
train,Warehouse_009,5,AgilityDigit,6,0->8999,0,8999,FALSE,0,6,None
train,Warehouse_010,0,Person,25,0->8999,0,8999,TRUE,7,18,114->115;174->174;386->386;589->589;944->944;1103->1103;6263->6263;6519->6519;7076->7076;7885->7885;8164->8164;8221->8221;8847->8847
train,Warehouse_010,1,Forklift,3,0->8999,0,8999,FALSE,0,3,None
train,Warehouse_010,2,NovaCarter,4,0->8999,0,8999,TRUE,2,2,699->699;2213->2213;3379->3379;5733->5733;6569->6569;8473->8473
train,Warehouse_010,3,Transporter,12,0->8999,0,8999,TRUE,2,10,509->509;1311->1311
train,Warehouse_010,4,FourierGR1T2,8,0->8999,0,8999,TRUE,3,5,24->25;54->55;114->115;1824->1824;4204->4204;6128->6128;6168->6168;6545->6545;8481->8481;8967->8967
train,Warehouse_010,5,AgilityDigit,8,0->8999,0,8999,FALSE,0,8,None
train,Warehouse_011,0,Person,20,0->8999,0,8999,TRUE,3,17,1918->1918;3885->3885;4660->4660;5788->5788;7936->7936;8081->8081;8486->8486
train,Warehouse_011,1,Forklift,3,0->8999,0,8999,FALSE,0,3,None
train,Warehouse_011,2,NovaCarter,3,0->8999,0,8999,FALSE,0,3,None
train,Warehouse_011,3,Transporter,9,0->8999,0,8999,FALSE,0,9,None
train,Warehouse_011,4,FourierGR1T2,10,0->8999,0,8999,TRUE,2,8,61->62;94->95;127->128;159->160;226->227
train,Warehouse_011,5,AgilityDigit,10,0->8999,0,8999,FALSE,0,10,None
train,Warehouse_012,0,Person,15,0->8999,0,8999,TRUE,3,12,435->435;853->853;1375->1375;1553->1553;1596->1596;3104->3104;3237->3237;4231->4231;4607->4607;5318->5318;7118->7118;7432->7432;7821->7821;7839->7839;8951->8951
train,Warehouse_012,2,NovaCarter,4,0->8999,0,8999,FALSE,0,4,None
train,Warehouse_012,3,Transporter,9,0->8999,0,8999,FALSE,0,9,None
train,Warehouse_012,4,FourierGR1T2,6,0->8999,0,8999,FALSE,0,6,None
train,Warehouse_012,5,AgilityDigit,8,0->8999,0,8999,FALSE,0,8,None
train,Warehouse_013,0,Person,16,0->8999,0,8999,TRUE,6,10,144->144;1006->1006;1475->1475;1620->1620;1729->1729;2327->2327;2793->2793;3073->3073;3083->3083;5966->5966;5977->5977;7102->7102;7757->7757;7875->7875;8819->8819
train,Warehouse_013,2,NovaCarter,5,0->8999,0,8999,FALSE,0,5,None
train,Warehouse_013,3,Transporter,10,0->8999,0,8999,FALSE,0,10,None
train,Warehouse_013,4,FourierGR1T2,8,0->8999,0,8999,TRUE,1,7,3522->3522;7995->7995
train,Warehouse_013,5,AgilityDigit,5,0->8999,0,8999,FALSE,0,5,None
train,Warehouse_014,0,Person,20,0->8999,0,8999,TRUE,4,16,1240->1240;1446->1446;2632->2632;3449->3449;3461->3461;3830->3830;4585->4585;5367->5367;5442->5442;6190->6190;6598->6598;7738->7738;8263->8263;8727->8727
train,Warehouse_014,2,NovaCarter,4,0->8999,0,8999,FALSE,0,4,None
train,Warehouse_014,3,Transporter,7,0->8999,0,8999,FALSE,0,7,None
train,Warehouse_014,4,FourierGR1T2,9,0->8999,0,8999,FALSE,0,9,None
train,Warehouse_014,5,AgilityDigit,7,0->8999,0,8999,FALSE,0,7,None
train,Warehouse_015,0,Person,22,0->8999,0,8999,TRUE,3,19,1285->1285;1648->1648;2060->2060;5475->5475;5817->5817;6429->6429;7221->7221
train,Warehouse_015,2,NovaCarter,5,0->8999,0,8999,FALSE,0,5,None
train,Warehouse_015,3,Transporter,7,0->8999,0,8999,FALSE,0,7,None
train,Warehouse_015,4,FourierGR1T2,7,0->8999,0,8999,FALSE,0,7,None
train,Warehouse_015,5,AgilityDigit,8,0->8999,0,8999,FALSE,0,8,None
train,Warehouse_016,0,Person,18,0->8999,0,8999,TRUE,8,10,271->271;538->538;682->682;718->718;740->740;810->810;1336->1336;2094->2094;3503->3503;3661->3661;3696->3696;4236->4236;4450->4450;5323->5323;5698->5698;5794->5794;6554->6554;7325->7325;7960->7960
train,Warehouse_016,1,Forklift,2,0->8999,0,8999,FALSE,0,2,None
train,Warehouse_016,2,NovaCarter,3,0->8999,0,8999,FALSE,0,3,None
train,Warehouse_016,3,Transporter,4,0->8999,0,8999,FALSE,0,4,None
train,Warehouse_016,4,FourierGR1T2,5,0->8999,0,8999,FALSE,0,5,None
train,Warehouse_016,5,AgilityDigit,7,0->8999,0,8999,FALSE,0,7,None
train,Warehouse_017,0,Person,2,0->8999,0,8999,TRUE,2,0,771->771;948->948;1667->1667;1831->1831;2559->2559;2714->2714;3465->3465;3597->3597;4347->4347;4480->4480;5227->5227;5363->5363;6246->6246;7006->7006;7129->7129;7870->7870;8012->8012;8743->8743;8895->8895
train,Warehouse_017,1,Forklift,2,0->8999,0,8999,TRUE,1,1,820->820;1703->1703;2586->2586;3469->3469;4352->4352;5235->5235;6118->6118;7001->7001;7884->7884;8767->8767
train,Warehouse_017,6,PalletTruck,1,0->8999,0,8999,FALSE,0,1,None
train,Warehouse_018,0,Person,1,0->8999,0,8999,TRUE,1,0,881->881;1896->1896;2931->2931;3808->3808;4710->4710;5595->5595;6466->6466;7345->7345;8211->8211
train,Warehouse_018,1,Forklift,2,0->8999,0,8999,TRUE,1,1,1761->1761;3584->3584;5407->5407;7230->7230
train,Warehouse_018,6,PalletTruck,1,0->8999,0,8999,FALSE,0,1,None
train,Warehouse_019,0,Person,3,0->8999,0,8999,TRUE,2,1,803->804;1851->1851;1888->1888;2245->2246;3226->3227;3606->3606;4319->4319;4672->4673;5367->5367;5723->5724;6085->6085;6802->6802;7151->7152;8151->8152;8329->8329;8604->8604
train,Warehouse_019,1,Forklift,1,0->8999,0,8999,FALSE,0,1,None
train,Warehouse_019,6,PalletTruck,1,0->8999,0,8999,FALSE,0,1,None
val,Warehouse_020,0,Person,60,0->8999,0,8999,TRUE,57,3,33->33;36->36;67->68;73->73;76->76;89->89;94->94;101->101;122->122;139->139;154->154;165->165;181->181;191->191;199->199;217->217;225->225;227->227;246->246;253->253;266->266;274->274;279->279;286->286;305->305;313->313;316->316;331->331;380->380;437->437;444->444;468->468;476->476;487->487;489->489;499->499;520->520;528->528;553->553;580->580;583->583;592->592;598->598;602->602;620->620;622->622;624->624;633->633;635->637;649->649;654->654;657->657;659->659;663->663;667->667;675->676;699->700;710->710;715->715;721->721;769->769;781->781;785->785;793->794;805->806;809->809;834->834;865->865;870->870;890->890;903->903;911->911;956->956;965->965;969->969;1001->1001;1005->1005;1033->1033;1045->1045;1064->1064;1066->1066;1073->1074;1086->1086;1101->1102;1106->1106;1140->1140;1145->1145;1168->1168;1173->1173;1183->1183;1195->1195;1197->1197;1216->1216;1227->1227;1244->1244;1252->1252;1270->1270;1281->1281;1288->1288;1298->1298;1321->1321;1359->1359;1401->1401;1403->1403;1407->1407;1413->1413;1422->1422;1433->1433;1436->1436;1449->1449;1454->1454;1459->1459;1481->1481;1490->1490;1499->1499;1503->1503;1512->1512;1520->1520;1544->1544;1557->1558;1560->1560;1563->1563;1568->1568;1581->1581;1592->1592;1595->1595;1624->1624;1634->1634;1640->1640;1654->1654;1656->1656;1667->1667;1697->1697;1702->1702;1761->1761;1767->1768;1771->1771;1814->1814;1816->1816;1818->1818;1828->1828;1838->1838;1840->1840;1844->1845;1850->1851;1866->1866;1879->1879;1946->1946;1968->1968;1974->1974;1978->1978;1983->1983;1987->1987;1990->1990;1995->1995;1999->1999;2003->2003;2018->2018;2035->2035;2066->2066;2082->2082;2118->2118;2124->2124;2140->2140;2174->2174;2176->2176;2207->2207;2216->2217;2240->2240;2242->2242;2246->2246;2250->2250;2256->2257;2272->2272;2277->2277;2293->2293;2295->2295;2315->2315;2325->2325;2332->2332;2334->2334;2337->2337;2348->2349;2352->2352;2361->2361;2369->2369;2420->2420;2431->2431;2434->2434;2487->2487;2516->2517;2529->2529;2574->2574;2593->2593;2630->2630;2639->2639;2676->2676;2690->2690;2703->2703;2706->2707;2718->2718;2732->2732;2749->2749;2761->2761;2777->2778;2789->2789;2803->2803;2809->2809;2816->2816;2831->2831;2834->2834;2872->2872;2874->2876;2890->2890;2901->2901;2912->2912;2931->2931;2937->2937;2942->2942;2960->2960;2968->2968;2973->2973;2977->2977;2984->2984;2987->2987;2989->2989;2991->2991;2997->2997;3000->3000;3003->3003;3005->3005;3009->3009;3044->3044;3061->3061;3069->3069;3096->3096;3100->3100;3113->3113;3121->3121;3124->3124;3146->3146;3182->3182;3247->3247;3258->3259;3270->3270;3273->3273;3284->3284;3291->3291;3297->3297;3309->3309;3319->3319;3324->3324;3351->3351;3359->3359;3369->3370;3381->3381;3392->3392;3394->3394;3415->3415;3431->3431;3452->3452;3454->3454;3465->3465;3477->3477;3484->3484;3490->3490;3526->3527;3539->3539;3541->3541;3546->3546;3557->3557;3572->3572;3593->3593;3595->3596;3610->3610;3613->3613;3626->3626;3633->3633;3637->3638;3641->3641;3649->3649;3654->3654;3679->3679;3683->3683;3691->3691;3714->3714;3718->3719;3723->3723;3731->3731;3738->3738;3742->3742;3747->3747;3752->3753;3765->3765;3791->3791;3805->3805;3827->3827;3835->3836;3853->3853;3858->3858;3889->3889;3900->3900;3955->3956;3959->3959;3968->3968;3975->3975;3979->3979;3992->3992;3996->3996;4000->4000;4002->4002;4010->4010;4064->4064;4070->4070;4074->4074;4077->4077;4086->4086;4101->4101;4104->4104;4117->4117;4132->4132;4145->4145;4181->4182;4188->4188;4196->4196;4206->4206;4216->4216;4220->4220;4241->4241;4253->4255;4266->4266;4279->4279;4294->4294;4296->4296;4359->4359;4362->4362;4369->4369;4371->4371;4407->4407;4427->4427;4444->4444;4467->4467;4473->4473;4482->4482;4490->4490;4508->4508;4533->4533;4541->4541;4590->4590;4609->4609;4629->4629;4641->4642;4727->4727;4816->4816;4827->4827;4864->4864;4872->4872;4879->4879;4888->4888;4890->4890;4905->4905;4922->4922;4936->4936;4947->4947;4994->4994;5014->5014;5049->5051;5063->5063;5090->5090;5094->5094;5111->5111;5201->5201;5270->5270;5281->5281;5298->5298;5303->5303;5315->5317;5326->5327;5336->5337;5341->5341;5347->5347;5362->5363;5372->5372;5377->5377;5380->5380;5387->5387;5395->5395;5404->5404;5415->5415;5428->5429;5432->5433;5439->5439;5449->5449;5452->5452;5461->5461;5464->5464;5467->5468;5527->5527;5529->5529;5532->5532;5537->5537;5545->5545;5553->5553;5566->5566;5587->5587;5599->5599;5618->5618;5628->5628;5649->5649;5681->5681;5695->5695;5722->5723;5739->5739;5746->5746;5758->5758;5777->5777;5817->5817;5827->5827;5846->5846;5856->5856;5880->5880;5903->5903;5921->5921;5933->5933;5948->5948;5968->5969;5975->5975;6029->6029;6036->6036;6045->6045;6065->6065;6071->6071;6073->6073;6089->6089;6100->6100;6115->6115;6131->6131;6137->6137;6152->6152;6161->6161;6172->6172;6189->6189;6195->6195;6225->6225;6232->6232;6240->6241;6249->6249;6254->6254;6264->6264;6280->6280;6284->6284;6289->6289;6304->6304;6306->6306;6325->6325;6361->6361;6390->6390;6392->6392;6413->6413;6420->6420;6440->6440;6465->6465;6469->6469;6474->6474;6481->6481;6486->6486;6488->6488;6505->6505;6510->6510;6517->6517;6539->6539;6545->6545;6558->6558;6570->6570;6578->6578;6581->6581;6584->6584;6601->6601;6656->6656;6665->6665;6668->6668;6683->6683;6691->6691;6727->6727;6731->6731;6741->6741;6744->6744;6762->6762;6766->6766;6795->6795;6799->6800;6802->6802;6806->6806;6842->6842;6863->6863;6891->6891;6927->6927;6952->6952;6967->6968;6970->6970;6986->6986;7026->7026;7039->7039;7080->7080;7112->7112;7121->7121;7127->7127;7146->7146;7159->7159;7173->7173;7205->7207;7220->7222;7225->7225;7227->7227;7237->7237;7254->7254;7260->7260;7264->7264;7268->7268;7278->7278;7320->7320;7327->7327;7346->7346;7350->7350;7363->7363;7368->7368;7374->7374;7384->7384;7397->7397;7411->7411;7423->7423;7429->7429;7436->7436;7438->7438;7449->7449;7453->7453;7466->7466;7471->7471;7474->7474;7483->7483;7489->7489;7492->7492;7503->7503;7522->7522;7562->7562;7564->7564;7592->7592;7656->7656;7673->7673;7679->7679;7698->7698;7705->7705;7708->7708;7711->7711;7721->7721;7724->7725;7727->7727;7742->7742;7751->7751;7761->7761;7772->7772;7774->7774;7794->7794;7802->7802;7814->7815;7833->7833;7845->7845;7849->7849;7863->7863;7868->7868;7884->7884;7893->7894;7902->7902;7916->7916;7918->7918;7926->7926;7949->7949;7952->7952;7956->7956;7976->7976;8000->8000;8031->8031;8035->8035;8042->8043;8055->8055;8072->8072;8088->8088;8100->8100;8102->8102;8125->8125;8132->8132;8151->8151;8153->8153;8156->8156;8160->8160;8177->8177;8218->8218;8221->8221;8224->8225;8230->8230;8236->8236;8240->8240;8249->8249;8252->8252;8259->8259;8272->8273;8277->8277;8305->8305;8313->8313;8319->8319;8338->8338;8355->8355;8368->8368;8391->8391;8423->8423;8436->8436;8440->8440;8446->8446;8457->8457;8461->8461;8491->8491;8527->8527;8549->8549;8557->8557;8692->8693;8709->8709;8729->8729;8742->8742;8747->8747;8764->8764;8766->8766;8772->8772;8778->8778;8785->8785;8805->8805;8817->8817;8825->8825;8848->8848;8853->8853;8861->8861;8864->8864;8902->8902;8918->8918;8928->8928;8936->8936;8950->8950;8952->8952;8955->8955;8994->8994
val,Warehouse_020,1,Forklift,9,0->8999,0,8999,TRUE,3,6,274->274;1888->1888;2020->2020;2566->2566;2587->2587;2594->2594;2681->2681;2916->2916;3034->3034;4774->4774;4843->4843;4888->4888;4923->4923;5020->5020;5073->5073;5566->5566;7181->7181;7888->7888;8020->8020;8566->8566
val,Warehouse_020,6,PalletTruck,10,0->8999,0,8999,FALSE,0,10,None
